Measure,Country,Sex,Age.Range,Cause,Metric,Year,Rate,GDP_ProCap_USD2010,UnemploymentRate,SuicCrime,Geo_Region,HeatDeaths,HeatWave,CivilWar,ViolentEvent,Unemployment_lag1year,Unemployment_lag2year,GDP_lag1year,GDP_lag2year,Income_2010
Deaths,China,Male,55 to 59,Self-harm,Rate,1996,20.53703067,1332.417309,3.118000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.003999949,2.897000074,1224.848821,1116.032535,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,1997,19.75776944,1440.59025,3.23300004,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.118000031,3.003999949,1332.417309,1224.848821,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,1998,18.75245043,1538.662844,3.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.23300004,3.118000031,1440.59025,1332.417309,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,1999,17.81409013,1642.357488,3.252000093,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.243000031,3.23300004,1538.662844,1440.59025,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2000,17.33008773,1767.833627,3.260999918,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.252000093,3.243000031,1642.357488,1538.662844,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2001,17.3724859,1901.40763,3.802000046,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.260999918,3.252000093,1767.833627,1642.357488,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2002,18.40711007,2061.162284,4.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.802000046,3.260999918,1901.40763,1767.833627,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2003,20.47923503,2253.929689,4.581999779,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.243000031,3.802000046,2061.162284,1901.40763,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2004,20.61757774,2467.132843,4.493999958,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.581999779,4.243000031,2253.929689,2061.162284,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2005,20.49796782,2732.16588,4.514999866,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.493999958,4.581999779,2467.132843,2253.929689,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2006,19.76411667,3062.534905,4.431000233,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.514999866,4.493999958,2732.16588,2467.132843,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2007,18.86564941,3480.152725,4.347000122,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.431000233,4.514999866,3062.534905,2732.16588,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2008,17.53315586,3796.633363,4.586999893,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.347000122,4.431000233,3480.152725,3062.534905,Lower-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2009,16.09231843,4132.902312,4.71999979,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.586999893,4.347000122,3796.633363,3480.152725,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2010,14.91987318,4550.453596,4.526000023,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.71999979,4.586999893,4132.902312,3796.633363,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2011,14.67332269,4961.234689,4.547999859,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.526000023,4.71999979,4550.453596,4132.902312,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2012,14.39019517,5325.160106,4.570000172,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.547999859,4.526000023,4961.234689,4550.453596,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2013,13.37007971,5710.587873,4.590000153,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.570000172,4.547999859,5325.160106,4961.234689,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2014,12.49530422,6103.59027,4.609000206,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.590000153,4.570000172,5710.587873,5325.160106,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2015,11.76540394,6500.281937,4.629000187,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.609000206,4.590000153,6103.59027,5710.587873,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2016,11.4211011,6907.962011,4.534999847,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.629000187,4.609000206,6500.281937,6103.59027,Upper-Middle
Deaths,China,Male,55 to 59,Self-harm,Rate,2017,11.90104248,7346.611355,4.440999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.534999847,4.629000187,6907.962011,6500.281937,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,1991,31.97842979,786.1296588,2.371000051,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Low
Deaths,China,Male,60 to 64,Self-harm,Rate,1992,31.84883888,886.9503589,2.374000072,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.371000051,,786.1296588,,Low
Deaths,China,Male,60 to 64,Self-harm,Rate,1993,31.85114021,998.4047893,2.687000036,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.374000072,2.371000051,886.9503589,786.1296588,Low
Deaths,China,Male,60 to 64,Self-harm,Rate,1994,31.37160292,1116.032535,2.897000074,Not a Crime,East Asia & Pacific,104,Heat Wave,No,No,2.687000036,2.374000072,998.4047893,886.9503589,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,1995,31.11732112,1224.848821,3.003999949,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.897000074,2.687000036,1116.032535,998.4047893,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,1996,30.61063237,1332.417309,3.118000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.003999949,2.897000074,1224.848821,1116.032535,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,1997,29.56412626,1440.59025,3.23300004,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.118000031,3.003999949,1332.417309,1224.848821,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,1998,27.91984733,1538.662844,3.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.23300004,3.118000031,1440.59025,1332.417309,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,1999,26.22070317,1642.357488,3.252000093,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.243000031,3.23300004,1538.662844,1440.59025,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2000,24.59300139,1767.833627,3.260999918,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.252000093,3.243000031,1642.357488,1538.662844,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2001,22.76520241,1901.40763,3.802000046,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.260999918,3.252000093,1767.833627,1642.357488,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2002,22.55465998,2061.162284,4.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.802000046,3.260999918,1901.40763,1767.833627,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2003,23.94480107,2253.929689,4.581999779,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.243000031,3.802000046,2061.162284,1901.40763,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2004,24.81590462,2467.132843,4.493999958,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.581999779,4.243000031,2253.929689,2061.162284,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2005,24.13989475,2732.16588,4.514999866,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.493999958,4.581999779,2467.132843,2253.929689,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2006,22.70546652,3062.534905,4.431000233,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.514999866,4.493999958,2732.16588,2467.132843,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2007,21.74441686,3480.152725,4.347000122,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.431000233,4.514999866,3062.534905,2732.16588,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2008,21.25738068,3796.633363,4.586999893,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.347000122,4.431000233,3480.152725,3062.534905,Lower-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2009,20.36749824,4132.902312,4.71999979,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.586999893,4.347000122,3796.633363,3480.152725,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2010,20.16061914,4550.453596,4.526000023,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.71999979,4.586999893,4132.902312,3796.633363,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2011,19.46868048,4961.234689,4.547999859,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.526000023,4.71999979,4550.453596,4132.902312,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2012,19.08601149,5325.160106,4.570000172,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.547999859,4.526000023,4961.234689,4550.453596,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2013,18.7613436,5710.587873,4.590000153,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.570000172,4.547999859,5325.160106,4961.234689,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2014,19.36882142,6103.59027,4.609000206,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.590000153,4.570000172,5710.587873,5325.160106,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2015,19.26065502,6500.281937,4.629000187,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.609000206,4.590000153,6103.59027,5710.587873,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2016,19.08092899,6907.962011,4.534999847,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.629000187,4.609000206,6500.281937,6103.59027,Upper-Middle
Deaths,China,Male,60 to 64,Self-harm,Rate,2017,18.38454499,7346.611355,4.440999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.534999847,4.629000187,6907.962011,6500.281937,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,1991,39.99572901,786.1296588,2.371000051,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Low
Deaths,China,Male,65 to 69,Self-harm,Rate,1992,39.26549976,886.9503589,2.374000072,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.371000051,,786.1296588,,Low
Deaths,China,Male,65 to 69,Self-harm,Rate,1993,38.66663714,998.4047893,2.687000036,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.374000072,2.371000051,886.9503589,786.1296588,Low
Deaths,China,Male,65 to 69,Self-harm,Rate,1994,38.05633999,1116.032535,2.897000074,Not a Crime,East Asia & Pacific,104,Heat Wave,No,No,2.687000036,2.374000072,998.4047893,886.9503589,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,1995,37.26925818,1224.848821,3.003999949,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.897000074,2.687000036,1116.032535,998.4047893,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,1996,36.33053699,1332.417309,3.118000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.003999949,2.897000074,1224.848821,1116.032535,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,1997,35.66389553,1440.59025,3.23300004,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.118000031,3.003999949,1332.417309,1224.848821,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,1998,35.60155873,1538.662844,3.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.23300004,3.118000031,1440.59025,1332.417309,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,1999,34.85699852,1642.357488,3.252000093,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.243000031,3.23300004,1538.662844,1440.59025,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2000,32.86794746,1767.833627,3.260999918,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.252000093,3.243000031,1642.357488,1538.662844,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2001,29.77259163,1901.40763,3.802000046,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.260999918,3.252000093,1767.833627,1642.357488,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2002,29.45463582,2061.162284,4.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.802000046,3.260999918,1901.40763,1767.833627,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2003,32.33564274,2253.929689,4.581999779,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.243000031,3.802000046,2061.162284,1901.40763,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2004,33.45387964,2467.132843,4.493999958,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.581999779,4.243000031,2253.929689,2061.162284,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2005,31.71950882,2732.16588,4.514999866,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.493999958,4.581999779,2467.132843,2253.929689,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2006,29.06608004,3062.534905,4.431000233,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.514999866,4.493999958,2732.16588,2467.132843,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2007,27.23684866,3480.152725,4.347000122,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.431000233,4.514999866,3062.534905,2732.16588,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2008,26.32075541,3796.633363,4.586999893,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.347000122,4.431000233,3480.152725,3062.534905,Lower-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2009,26.0559796,4132.902312,4.71999979,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.586999893,4.347000122,3796.633363,3480.152725,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2010,25.76944591,4550.453596,4.526000023,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.71999979,4.586999893,4132.902312,3796.633363,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2011,25.31218722,4961.234689,4.547999859,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.526000023,4.71999979,4550.453596,4132.902312,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2012,25.02205937,5325.160106,4.570000172,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.547999859,4.526000023,4961.234689,4550.453596,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2013,24.92469922,5710.587873,4.590000153,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.570000172,4.547999859,5325.160106,4961.234689,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2014,25.74371881,6103.59027,4.609000206,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.590000153,4.570000172,5710.587873,5325.160106,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2015,27.52579477,6500.281937,4.629000187,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.609000206,4.590000153,6103.59027,5710.587873,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2016,27.32440799,6907.962011,4.534999847,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.629000187,4.609000206,6500.281937,6103.59027,Upper-Middle
Deaths,China,Male,65 to 69,Self-harm,Rate,2017,25.70955233,7346.611355,4.440999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.534999847,4.629000187,6907.962011,6500.281937,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,1991,62.03570421,786.1296588,2.371000051,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Low
Deaths,China,Male,70 to 74,Self-harm,Rate,1992,62.52765976,886.9503589,2.374000072,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.371000051,,786.1296588,,Low
Deaths,China,Male,70 to 74,Self-harm,Rate,1993,62.55684441,998.4047893,2.687000036,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.374000072,2.371000051,886.9503589,786.1296588,Low
Deaths,China,Male,70 to 74,Self-harm,Rate,1994,62.07955175,1116.032535,2.897000074,Not a Crime,East Asia & Pacific,104,Heat Wave,No,No,2.687000036,2.374000072,998.4047893,886.9503589,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,1995,62.4624398,1224.848821,3.003999949,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.897000074,2.687000036,1116.032535,998.4047893,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,1996,60.80732045,1332.417309,3.118000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.003999949,2.897000074,1224.848821,1116.032535,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,1997,59.04350453,1440.59025,3.23300004,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.118000031,3.003999949,1332.417309,1224.848821,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,1998,56.72596169,1538.662844,3.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.23300004,3.118000031,1440.59025,1332.417309,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,1999,53.80245446,1642.357488,3.252000093,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.243000031,3.23300004,1538.662844,1440.59025,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2000,50.29924659,1767.833627,3.260999918,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.252000093,3.243000031,1642.357488,1538.662844,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2001,46.11353233,1901.40763,3.802000046,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.260999918,3.252000093,1767.833627,1642.357488,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2002,45.35549717,2061.162284,4.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.802000046,3.260999918,1901.40763,1767.833627,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2003,50.3759979,2253.929689,4.581999779,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.243000031,3.802000046,2061.162284,1901.40763,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2004,53.03316841,2467.132843,4.493999958,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.581999779,4.243000031,2253.929689,2061.162284,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2005,51.4176676,2732.16588,4.514999866,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.493999958,4.581999779,2467.132843,2253.929689,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2006,48.38093628,3062.534905,4.431000233,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.514999866,4.493999958,2732.16588,2467.132843,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2007,45.22986079,3480.152725,4.347000122,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.431000233,4.514999866,3062.534905,2732.16588,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2008,42.72328223,3796.633363,4.586999893,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.347000122,4.431000233,3480.152725,3062.534905,Lower-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2009,40.55704927,4132.902312,4.71999979,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.586999893,4.347000122,3796.633363,3480.152725,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2010,38.74377051,4550.453596,4.526000023,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.71999979,4.586999893,4132.902312,3796.633363,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2011,37.06990015,4961.234689,4.547999859,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.526000023,4.71999979,4550.453596,4132.902312,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2012,35.3053334,5325.160106,4.570000172,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.547999859,4.526000023,4961.234689,4550.453596,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2013,32.97484236,5710.587873,4.590000153,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.570000172,4.547999859,5325.160106,4961.234689,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2014,32.76630555,6103.59027,4.609000206,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.590000153,4.570000172,5710.587873,5325.160106,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2015,32.95730055,6500.281937,4.629000187,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.609000206,4.590000153,6103.59027,5710.587873,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2016,32.49004528,6907.962011,4.534999847,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.629000187,4.609000206,6500.281937,6103.59027,Upper-Middle
Deaths,China,Male,70 to 74,Self-harm,Rate,2017,32.0118802,7346.611355,4.440999985,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.534999847,4.629000187,6907.962011,6500.281937,Upper-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,1991,74.85204212,786.1296588,2.371000051,Not a Crime,East Asia & Pacific,0,Normal,No,No,,,,,Low
Deaths,China,Male,75 to 79,Self-harm,Rate,1992,73.14578604,886.9503589,2.374000072,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.371000051,,786.1296588,,Low
Deaths,China,Male,75 to 79,Self-harm,Rate,1993,71.62007279,998.4047893,2.687000036,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.374000072,2.371000051,886.9503589,786.1296588,Low
Deaths,China,Male,75 to 79,Self-harm,Rate,1994,71.15979793,1116.032535,2.897000074,Not a Crime,East Asia & Pacific,104,Heat Wave,No,No,2.687000036,2.374000072,998.4047893,886.9503589,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,1995,69.36082579,1224.848821,3.003999949,Not a Crime,East Asia & Pacific,0,Normal,No,No,2.897000074,2.687000036,1116.032535,998.4047893,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,1996,66.96954745,1332.417309,3.118000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.003999949,2.897000074,1224.848821,1116.032535,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,1997,67.14902559,1440.59025,3.23300004,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.118000031,3.003999949,1332.417309,1224.848821,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,1998,69.62905736,1538.662844,3.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.23300004,3.118000031,1440.59025,1332.417309,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,1999,68.53073481,1642.357488,3.252000093,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.243000031,3.23300004,1538.662844,1440.59025,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2000,64.88207448,1767.833627,3.260999918,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.252000093,3.243000031,1642.357488,1538.662844,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2001,60.37647391,1901.40763,3.802000046,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.260999918,3.252000093,1767.833627,1642.357488,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2002,60.84060382,2061.162284,4.243000031,Not a Crime,East Asia & Pacific,0,Normal,No,No,3.802000046,3.260999918,1901.40763,1767.833627,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2003,69.41631963,2253.929689,4.581999779,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.243000031,3.802000046,2061.162284,1901.40763,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2004,73.40356009,2467.132843,4.493999958,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.581999779,4.243000031,2253.929689,2061.162284,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2005,71.05134255,2732.16588,4.514999866,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.493999958,4.581999779,2467.132843,2253.929689,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2006,66.6008556,3062.534905,4.431000233,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.514999866,4.493999958,2732.16588,2467.132843,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2007,63.13031653,3480.152725,4.347000122,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.431000233,4.514999866,3062.534905,2732.16588,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2008,60.43903297,3796.633363,4.586999893,Not a Crime,East Asia & Pacific,0,Normal,No,No,4.347000122,4.431000233,3480.152725,3062.534905,Lower-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2009,59.09453913,4132.902312,4.71999979,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.586999893,4.347000122,3796.633363,3480.152725,Upper-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2010,56.99136069,4550.453596,4.526000023,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.71999979,4.586999893,4132.902312,3796.633363,Upper-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2011,54.07366834,4961.234689,4.547999859,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.526000023,4.71999979,4550.453596,4132.902312,Upper-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2012,50.90411822,5325.160106,4.570000172,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.547999859,4.526000023,4961.234689,4550.453596,Upper-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2013,46.42470187,5710.587873,4.590000153,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.570000172,4.547999859,5325.160106,4961.234689,Upper-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2014,44.27035496,6103.59027,4.609000206,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.590000153,4.570000172,5710.587873,5325.160106,Upper-Middle
Deaths,China,Male,75 to 79,Self-harm,Rate,2015,43.1029875,6500.281937,4.629000187,Not a Crime,East Asia & Pacific,0,Normal,Ethnic Violence,ViolentEvents,4.609000206,4.590000153,6103.59027,5710.587873,Upper-Middle
