Region/Country/Area,Year,Series,Value
Costa Rica,2010,"Total Sexual Violence at the national level, rate per 100,000",140.9
Costa Rica,2013,"Intentional homicide rates per 100,000",8.6
Costa Rica,2013,"Percentage of male and female intentional homicide victims, Male",15.6
Costa Rica,2013,"Percentage of male and female intentional homicide victims, Female",1.5
Costa Rica,2013,"Assault rate per 100,000 population",171.6
Costa Rica,2013,"Kidnapping at the national level, rate per 100,000",0.1
Costa Rica,2013,"Theft at the national level, rate per 100,000 population",684.2
Costa Rica,2013,"Total Sexual Violence at the national level, rate per 100,000",151.9
Costa Rica,2015,"Intentional homicide rates per 100,000",11.4
Costa Rica,2015,"Percentage of male and female intentional homicide victims, Male",21.0
Costa Rica,2015,"Percentage of male and female intentional homicide victims, Female",1.7
Costa Rica,2015,"Assault rate per 100,000 population",174.0
Costa Rica,2015,"Kidnapping at the national level, rate per 100,000",0.2
Costa Rica,2015,"Total Sexual Violence at the national level, rate per 100,000",148.0
Costa Rica,2021,"Intentional homicide rates per 100,000",11.4
Costa Rica,2021,"Percentage of male and female intentional homicide victims, Male",20.6
Costa Rica,2021,"Percentage of male and female intentional homicide victims, Female",2.2
Costa Rica,2021,"Assault rate per 100,000 population",138.8
Costa Rica,2021,"Kidnapping at the national level, rate per 100,000",0.3
Costa Rica,2021,"Theft at the national level, rate per 100,000 population",435.8
Costa Rica,2021,"Total Sexual Violence at the national level, rate per 100,000",131.7
Costa Rica,2022,"Intentional homicide rates per 100,000",12.8
Costa Rica,2022,"Assault rate per 100,000 population",144.4
Costa Rica,2022,"Kidnapping at the national level, rate per 100,000",0.4
Costa Rica,2022,"Theft at the national level, rate per 100,000 population",520.0
Costa Rica,2022,"Total Sexual Violence at the national level, rate per 100,000",145.9
Croatia,2005,"Intentional homicide rates per 100,000",1.5
Croatia,2005,"Percentage of male and female intentional homicide victims, Male",1.9
Croatia,2005,"Percentage of male and female intentional homicide victims, Female",1.2
Croatia,2005,"Assault rate per 100,000 population",26.0
Croatia,2005,"Kidnapping at the national level, rate per 100,000",0.5
Croatia,2005,"Theft at the national level, rate per 100,000 population",686.2
Croatia,2005,"Total Sexual Violence at the national level, rate per 100,000",14.0
Croatia,2010,"Intentional homicide rates per 100,000",1.4
Croatia,2010,"Percentage of male and female intentional homicide victims, Male",1.4
Croatia,2010,"Percentage of male and female intentional homicide victims, Female",1.4
Croatia,2010,"Assault rate per 100,000 population",22.6
Croatia,2010,"Kidnapping at the national level, rate per 100,000",0.3
Croatia,2010,"Theft at the national level, rate per 100,000 population",310.7
Croatia,2010,"Total Sexual Violence at the national level, rate per 100,000",9.1
Croatia,2015,"Intentional homicide rates per 100,000",0.9
Croatia,2015,"Percentage of male and female intentional homicide victims, Male",1.1
Croatia,2015,"Percentage of male and female intentional homicide victims, Female",0.7
Croatia,2015,"Assault rate per 100,000 population",18.9
Croatia,2015,"Kidnapping at the national level, rate per 100,000",0.0
Croatia,2015,"Theft at the national level, rate per 100,000 population",318.4
Croatia,2015,"Total Sexual Violence at the national level, rate per 100,000",14.2
Croatia,2022,"Intentional homicide rates per 100,000",0.8
Croatia,2022,"Percentage of male and female intentional homicide victims, Male",0.9
Croatia,2022,"Percentage of male and female intentional homicide victims, Female",0.7
Croatia,2022,"Assault rate per 100,000 population",19.3
Croatia,2022,"Kidnapping at the national level, rate per 100,000",0.0
Croatia,2022,"Theft at the national level, rate per 100,000 population",275.1
Croatia,2022,"Total Sexual Violence at the national level, rate per 100,000",17.8
Cuba,2005,"Intentional homicide rates per 100,000",6.1
Cuba,2005,"Percentage of male and female intentional homicide victims, Male",9.2
Cuba,2005,"Percentage of male and female intentional homicide victims, Female",3.0
Cuba,2010,"Intentional homicide rates per 100,000",4.5
Cuba,2010,"Percentage of male and female intentional homicide victims, Male",6.7
Cuba,2010,"Percentage of male and female intentional homicide victims, Female",2.2
Cuba,2015,"Intentional homicide rates per 100,000",5.5
Cuba,2015,"Percentage of male and female intentional homicide victims, Male",8.5
Cuba,2015,"Percentage of male and female intentional homicide victims, Female",2.4
Cuba,2019,"Intentional homicide rates per 100,000",4.4
Cuba,2019,"Percentage of male and female intentional homicide victims, Male",7.0
Cuba,2019,"Percentage of male and female intentional homicide victims, Female",1.8
Curaçao,2005,"Intentional homicide rates per 100,000",17.7
Curaçao,2005,"Percentage of male and female intentional homicide victims, Male",29.4
Curaçao,2005,"Percentage of male and female intentional homicide victims, Female",7.6
Curaçao,2007,"Intentional homicide rates per 100,000",17.1
Curaçao,2007,"Percentage of male and female intentional homicide victims, Male",32.8
Curaçao,2007,"Percentage of male and female intentional homicide victims, Female",3.7
Cyprus,2005,"Intentional homicide rates per 100,000",1.9
Cyprus,2005,"Percentage of male and female intentional homicide victims, Male",3.5
Cyprus,2005,"Percentage of male and female intentional homicide victims, Female",0.4
Cyprus,2005,"Assault rate per 100,000 population",12.7
Cyprus,2005,"Kidnapping at the national level, rate per 100,000",1.5
Cyprus,2005,"Theft at the national level, rate per 100,000 population",115.8
Cyprus,2005,"Total Sexual Violence at the national level, rate per 100,000",10.8
Cyprus,2010,"Intentional homicide rates per 100,000",0.7
Cyprus,2010,"Percentage of male and female intentional homicide victims, Male",1.2
Cyprus,2010,"Percentage of male and female intentional homicide victims, Female",0.2
Cyprus,2010,"Assault rate per 100,000 population",15.3
Cyprus,2010,"Kidnapping at the national level, rate per 100,000",2.4
Cyprus,2010,"Theft at the national level, rate per 100,000 population",147.8
Cyprus,2010,"Total Sexual Violence at the national level, rate per 100,000",7.0
Cyprus,2015,"Intentional homicide rates per 100,000",1.3
Cyprus,2015,"Percentage of male and female intentional homicide victims, Male",2.0
Cyprus,2015,"Percentage of male and female intentional homicide victims, Female",0.5
Cyprus,2015,"Assault rate per 100,000 population",12.0
Cyprus,2015,"Kidnapping at the national level, rate per 100,000",0.0
Cyprus,2015,"Theft at the national level, rate per 100,000 population",79.4
Cyprus,2015,"Total Sexual Violence at the national level, rate per 100,000",1.8
Cyprus,2022,"Intentional homicide rates per 100,000",0.6
Cyprus,2022,"Percentage of male and female intentional homicide victims, Male",0.6
Cyprus,2022,"Percentage of male and female intentional homicide victims, Female",0.6
Cyprus,2022,"Assault rate per 100,000 population",14.1
Cyprus,2022,"Kidnapping at the national level, rate per 100,000",0.5
Cyprus,2022,"Theft at the national level, rate per 100,000 population",49.0
Cyprus,2022,"Total Sexual Violence at the national level, rate per 100,000",4.6
Czechia,2005,"Intentional homicide rates per 100,000",1.1
Czechia,2005,"Percentage of male and female intentional homicide victims, Male",1.3
Czechia,2005,"Percentage of male and female intentional homicide victims, Female",0.9
Czechia,2005,"Assault rate per 100,000 population",210.9
Czechia,2005,"Kidnapping at the national level, rate per 100,000",0.1
Czechia,2005,"Theft at the national level, rate per 100,000 population","1,499.2"
Czechia,2005,"Total Sexual Violence at the national level, rate per 100,000",18.0
Czechia,2010,"Intentional homicide rates per 100,000",1.0
Czechia,2010,"Percentage of male and female intentional homicide victims, Male",1.0
Czechia,2010,"Percentage of male and female intentional homicide victims, Female",1.0
Czechia,2010,"Assault rate per 100,000 population",172.7
Czechia,2010,"Kidnapping at the national level, rate per 100,000",0.1
Czechia,2010,"Theft at the national level, rate per 100,000 population","1,207.0"
Czechia,2010,"Total Sexual Violence at the national level, rate per 100,000",12.8
Czechia,2015,"Intentional homicide rates per 100,000",0.8
Czechia,2015,"Percentage of male and female intentional homicide victims, Male",0.8
Czechia,2015,"Percentage of male and female intentional homicide victims, Female",0.9
Czechia,2015,"Assault rate per 100,000 population",49.7
Czechia,2015,"Kidnapping at the national level, rate per 100,000",0.1
Czechia,2015,"Theft at the national level, rate per 100,000 population",805.7
Czechia,2015,"Total Sexual Violence at the national level, rate per 100,000",13.5
Czechia,2022,"Intentional homicide rates per 100,000",0.8
Czechia,2022,"Percentage of male and female intentional homicide victims, Male",0.9
Czechia,2022,"Percentage of male and female intentional homicide victims, Female",0.7
Czechia,2022,"Assault rate per 100,000 population",39.7
Czechia,2022,"Kidnapping at the national level, rate per 100,000",0.0
Czechia,2022,"Theft at the national level, rate per 100,000 population",331.4
Czechia,2022,"Total Sexual Violence at the national level, rate per 100,000",17.4
Côte d’Ivoire,2008,"Assault rate per 100,000 population",50.0
Côte d’Ivoire,2008,"Total Sexual Violence at the national level, rate per 100,000",3.5
Denmark,2002,"Intentional homicide rates per 100,000",0.9
Denmark,2002,"Percentage of male and female intentional homicide victims, Male",1.2
Denmark,2002,"Percentage of male and female intentional homicide victims, Female",0.6
Denmark,2005,"Percentage of male and female intentional homicide victims, Male",1.3
Denmark,2005,"Percentage of male and female intentional homicide victims, Female",0.7
Denmark,2005,"Assault rate per 100,000 population",204.5
Denmark,2005,"Theft at the national level, rate per 100,000 population","3,092.5"
Denmark,2010,"Intentional homicide rates per 100,000",0.8
Denmark,2010,"Percentage of male and female intentional homicide victims, Male",0.7
Denmark,2010,"Percentage of male and female intentional homicide victims, Female",0.8
Denmark,2010,"Assault rate per 100,000 population",31.6
Denmark,2010,"Theft at the national level, rate per 100,000 population","4,354.3"
Denmark,2010,"Total Sexual Violence at the national level, rate per 100,000",36.2
Denmark,2015,"Intentional homicide rates per 100,000",1.1
Denmark,2015,"Percentage of male and female intentional homicide victims, Male",1.4
Denmark,2015,"Percentage of male and female intentional homicide victims, Female",0.8
Denmark,2015,"Assault rate per 100,000 population",25.7
Denmark,2015,"Theft at the national level, rate per 100,000 population","3,978.1"
Denmark,2015,"Total Sexual Violence at the national level, rate per 100,000",46.0
Denmark,2022,"Intentional homicide rates per 100,000",1.0
Denmark,2022,"Percentage of male and female intentional homicide victims, Male",1.2
Denmark,2022,"Percentage of male and female intentional homicide victims, Female",0.8
Denmark,2022,"Assault rate per 100,000 population",36.7
Denmark,2022,"Theft at the national level, rate per 100,000 population","2,492.5"
Denmark,2022,"Total Sexual Violence at the national level, rate per 100,000",107.0
Dominica,2003,"Intentional homicide rates per 100,000",11.7
Dominica,2003,"Percentage of male and female intentional homicide victims, Male",16.7
Dominica,2003,"Percentage of male and female intentional homicide victims, Female",6.7
Dominica,2005,"Intentional homicide rates per 100,000",11.6
Dominica,2010,"Intentional homicide rates per 100,000",21.8
Dominica,2010,"Percentage of male and female intentional homicide victims, Male",37.8
Dominica,2010,"Percentage of male and female intentional homicide victims, Female",5.5
Dominica,2015,"Intentional homicide rates per 100,000",12.9
Dominica,2015,"Percentage of male and female intentional homicide victims, Male",22.8
Dominica,2015,"Percentage of male and female intentional homicide victims, Female",2.9
Dominica,2015,"Assault rate per 100,000 population",125.7
Dominica,2015,"Kidnapping at the national level, rate per 100,000",2.9
Dominica,2015,"Theft at the national level, rate per 100,000 population",104.3
Dominica,2015,"Total Sexual Violence at the national level, rate per 100,000",135.7
Dominica,2021,"Intentional homicide rates per 100,000",13.8
Dominica,2021,"Percentage of male and female intentional homicide victims, Male",22.2
Dominica,2021,"Percentage of male and female intentional homicide victims, Female",5.5
Dominica,2021,"Assault rate per 100,000 population","1,012.3"
Dominica,2021,"Kidnapping at the national level, rate per 100,000",5.5
Dominica,2021,"Theft at the national level, rate per 100,000 population","1,441.7"
Dominica,2021,"Total Sexual Violence at the national level, rate per 100,000",88.4
Dominica,2022,"Assault rate per 100,000 population","1,020.1"
Dominica,2022,"Kidnapping at the national level, rate per 100,000",8.2
Dominica,2022,"Theft at the national level, rate per 100,000 population","1,279.9"
Dominica,2022,"Total Sexual Violence at the national level, rate per 100,000",123.7
Dominican Republic,2005,"Intentional homicide rates per 100,000",26.1
Dominican Republic,2005,"Percentage of male and female intentional homicide victims, Male",46.9
Dominican Republic,2005,"Percentage of male and female intentional homicide victims, Female",4.7
Dominican Republic,2005,"Kidnapping at the national level, rate per 100,000",0.2
Dominican Republic,2006,"Intentional homicide rates per 100,000",23.1
Dominican Republic,2006,"Percentage of male and female intentional homicide victims, Male",41.7
Dominican Republic,2006,"Percentage of male and female intentional homicide victims, Female",3.9
Dominican Republic,2006,"Kidnapping at the national level, rate per 100,000",0.2
Dominican Republic,2010,"Intentional homicide rates per 100,000",25.3
Dominican Republic,2010,"Percentage of male and female intentional homicide victims, Male",45.8
Dominican Republic,2010,"Percentage of male and female intentional homicide victims, Female",4.3
Dominican Republic,2014,"Intentional homicide rates per 100,000",17.6
Dominican Republic,2014,"Percentage of male and female intentional homicide victims, Male",31.3
Dominican Republic,2014,"Percentage of male and female intentional homicide victims, Female",3.7
Dominican Republic,2014,"Assault rate per 100,000 population",41.6
Dominican Republic,2014,"Kidnapping at the national level, rate per 100,000",0.3
Dominican Republic,2014,"Theft at the national level, rate per 100,000 population",7.8
Dominican Republic,2014,"Total Sexual Violence at the national level, rate per 100,000",82.3
Dominican Republic,2015,"Assault rate per 100,000 population",37.4
Dominican Republic,2015,"Kidnapping at the national level, rate per 100,000",0.2
Dominican Republic,2015,"Theft at the national level, rate per 100,000 population",10.7
Dominican Republic,2015,"Total Sexual Violence at the national level, rate per 100,000",64.8
Dominican Republic,2020,"Intentional homicide rates per 100,000",8.7
Dominican Republic,2020,"Percentage of male and female intentional homicide victims, Male",15.1
Dominican Republic,2020,"Percentage of male and female intentional homicide victims, Female",2.3
Dominican Republic,2020,"Assault rate per 100,000 population",23.1
Dominican Republic,2020,"Kidnapping at the national level, rate per 100,000",0.9
Dominican Republic,2020,"Theft at the national level, rate per 100,000 population",261.9
Dominican Republic,2020,"Total Sexual Violence at the national level, rate per 100,000",44.6
Dominican Republic,2022,"Intentional homicide rates per 100,000",12.4
Dominican Republic,2022,"Percentage of male and female intentional homicide victims, Male",21.9
Dominican Republic,2022,"Percentage of male and female intentional homicide victims, Female",2.7
Dominican Republic,2022,"Assault rate per 100,000 population",27.8
Dominican Republic,2022,"Theft at the national level, rate per 100,000 population",25.1
Dominican Republic,2022,"Total Sexual Violence at the national level, rate per 100,000",54.2
Eastern Asia,2005,"Intentional homicide rates per 100,000",1.6
Eastern Asia,2010,"Intentional homicide rates per 100,000",1.0
Eastern Asia,2015,"Intentional homicide rates per 100,000",0.7
Eastern Asia,2022,"Intentional homicide rates per 100,000",0.5
Eastern Europe,2005,"Intentional homicide rates per 100,000",13.9
Eastern Europe,2005,"Percentage of male and female intentional homicide victims, Male",21.9
Eastern Europe,2005,"Percentage of male and female intentional homicide victims, Female",6.8
Eastern Europe,2010,"Intentional homicide rates per 100,000",7.0
Eastern Europe,2010,"Percentage of male and female intentional homicide victims, Male",10.8
Eastern Europe,2010,"Percentage of male and female intentional homicide victims, Female",3.6
Eastern Europe,2015,"Intentional homicide rates per 100,000",7.2
Eastern Europe,2015,"Percentage of male and female intentional homicide victims, Male",11.3
Eastern Europe,2015,"Percentage of male and female intentional homicide victims, Female",3.5
Eastern Europe,2021,"Intentional homicide rates per 100,000",4.3
Eastern Europe,2021,"Percentage of male and female intentional homicide victims, Male",6.9
Eastern Europe,2021,"Percentage of male and female intentional homicide victims, Female",2.0
Ecuador,2002,"Intentional homicide rates per 100,000",14.6
Ecuador,2002,"Percentage of male and female intentional homicide victims, Male",26.3
Ecuador,2002,"Percentage of male and female intentional homicide victims, Female",2.8
Ecuador,2005,"Percentage of male and female intentional homicide victims, Male",28.4
Ecuador,2005,"Percentage of male and female intentional homicide victims, Female",2.4
Ecuador,2005,"Assault rate per 100,000 population",56.3
Ecuador,2005,"Theft at the national level, rate per 100,000 population",43.3
Ecuador,2010,"Intentional homicide rates per 100,000",17.5
Ecuador,2010,"Percentage of male and female intentional homicide victims, Male",31.8
Ecuador,2010,"Percentage of male and female intentional homicide victims, Female",3.2
Ecuador,2010,"Assault rate per 100,000 population",30.1
Ecuador,2010,"Theft at the national level, rate per 100,000 population",33.5
Ecuador,2010,"Total Sexual Violence at the national level, rate per 100,000",24.4
Ecuador,2015,"Intentional homicide rates per 100,000",6.5
Ecuador,2015,"Percentage of male and female intentional homicide victims, Male",10.8
Ecuador,2015,"Percentage of male and female intentional homicide victims, Female",2.1
Ecuador,2015,"Assault rate per 100,000 population",49.5
Ecuador,2015,"Kidnapping at the national level, rate per 100,000",7.2
Ecuador,2015,"Theft at the national level, rate per 100,000 population",207.3
Ecuador,2015,"Total Sexual Violence at the national level, rate per 100,000",65.0
Ecuador,2022,"Intentional homicide rates per 100,000",27.0
Ecuador,2022,"Percentage of male and female intentional homicide victims, Male",49.2
Ecuador,2022,"Percentage of male and female intentional homicide victims, Female",4.6
Ecuador,2022,"Assault rate per 100,000 population",37.1
Ecuador,2022,"Kidnapping at the national level, rate per 100,000",6.9
Ecuador,2022,"Theft at the national level, rate per 100,000 population",110.0
Ecuador,2022,"Total Sexual Violence at the national level, rate per 100,000",91.7
Egypt,2005,"Intentional homicide rates per 100,000",0.7
Egypt,2005,"Percentage of male and female intentional homicide victims, Male",1.1
Egypt,2005,"Percentage of male and female intentional homicide victims, Female",0.2
Egypt,2005,"Kidnapping at the national level, rate per 100,000",0.0
Egypt,2005,"Theft at the national level, rate per 100,000 population",44.2
Egypt,2010,"Intentional homicide rates per 100,000",2.1
Egypt,2010,"Percentage of male and female intentional homicide victims, Male",3.7
Egypt,2010,"Percentage of male and female intentional homicide victims, Female",0.5
Egypt,2010,"Assault rate per 100,000 population",0.2
Egypt,2010,"Kidnapping at the national level, rate per 100,000",0.1
Egypt,2010,"Theft at the national level, rate per 100,000 population",88.4
Egypt,2010,"Total Sexual Violence at the national level, rate per 100,000",0.2
Egypt,2011,"Intentional homicide rates per 100,000",3.0
Egypt,2011,"Percentage of male and female intentional homicide victims, Male",5.3
Egypt,2011,"Percentage of male and female intentional homicide victims, Female",0.8
Egypt,2011,"Assault rate per 100,000 population",0.4
Egypt,2011,"Kidnapping at the national level, rate per 100,000",0.3
Egypt,2011,"Theft at the national level, rate per 100,000 population",97.7
Egypt,2011,"Total Sexual Violence at the national level, rate per 100,000",0.1
Egypt,2012,"Intentional homicide rates per 100,000",2.4
Egypt,2012,"Percentage of male and female intentional homicide victims, Male",4.2
Egypt,2012,"Percentage of male and female intentional homicide victims, Female",0.6
Egypt,2015,"Intentional homicide rates per 100,000",1.8
Egypt,2017,"Intentional homicide rates per 100,000",1.3
Egypt,2021,"Percentage of male and female intentional homicide victims, Female",0.5
El Salvador,2005,"Intentional homicide rates per 100,000",64.3
El Salvador,2005,"Percentage of male and female intentional homicide victims, Male",120.4
El Salvador,2005,"Percentage of male and female intentional homicide victims, Female",12.7
El Salvador,2005,"Assault rate per 100,000 population",76.7
El Salvador,2005,"Kidnapping at the national level, rate per 100,000",0.1
El Salvador,2005,"Theft at the national level, rate per 100,000 population",177.5
El Salvador,2010,"Intentional homicide rates per 100,000",65.2
El Salvador,2010,"Percentage of male and female intentional homicide victims, Male",117.2
El Salvador,2010,"Percentage of male and female intentional homicide victims, Female",17.6
El Salvador,2010,"Assault rate per 100,000 population",63.6
El Salvador,2010,"Kidnapping at the national level, rate per 100,000",0.5
El Salvador,2010,"Theft at the national level, rate per 100,000 population",158.3
El Salvador,2010,"Total Sexual Violence at the national level, rate per 100,000",36.5
El Salvador,2015,"Intentional homicide rates per 100,000",106.8
El Salvador,2015,"Percentage of male and female intentional homicide victims, Male",204.3
El Salvador,2015,"Percentage of male and female intentional homicide victims, Female",17.7
El Salvador,2015,"Assault rate per 100,000 population",94.5
El Salvador,2015,"Kidnapping at the national level, rate per 100,000",0.3
El Salvador,2015,"Theft at the national level, rate per 100,000 population",137.0
El Salvador,2015,"Total Sexual Violence at the national level, rate per 100,000",71.3
El Salvador,2022,"Intentional homicide rates per 100,000",7.8
El Salvador,2022,"Percentage of male and female intentional homicide victims, Male",14.1
El Salvador,2022,"Percentage of male and female intentional homicide victims, Female",2.1
El Salvador,2022,"Assault rate per 100,000 population",76.7
El Salvador,2022,"Kidnapping at the national level, rate per 100,000",0.0
El Salvador,2022,"Theft at the national level, rate per 100,000 population",144.8
El Salvador,2022,"Total Sexual Violence at the national level, rate per 100,000",106.3
Eritrea,2012,"Intentional homicide rates per 100,000",14.6
Estonia,2002,"Intentional homicide rates per 100,000",10.3
Estonia,2002,"Percentage of male and female intentional homicide victims, Male",17.1
Estonia,2002,"Percentage of male and female intentional homicide victims, Female",4.4
Estonia,2005,"Percentage of male and female intentional homicide victims, Male",13.4
Estonia,2005,"Percentage of male and female intentional homicide victims, Female",3.9
Estonia,2005,"Assault rate per 100,000 population",9.7
Estonia,2005,"Kidnapping at the national level, rate per 100,000",0.1
Estonia,2005,"Theft at the national level, rate per 100,000 population","2,247.9"
Estonia,2005,"Total Sexual Violence at the national level, rate per 100,000",29.7
Estonia,2010,"Intentional homicide rates per 100,000",5.3
Estonia,2010,"Percentage of male and female intentional homicide victims, Male",8.6
Estonia,2010,"Percentage of male and female intentional homicide victims, Female",2.3
Estonia,2010,"Assault rate per 100,000 population",7.7
Estonia,2010,"Kidnapping at the national level, rate per 100,000",0.0
Estonia,2010,"Theft at the national level, rate per 100,000 population","1,896.5"
Estonia,2010,"Total Sexual Violence at the national level, rate per 100,000",20.7
Estonia,2015,"Intentional homicide rates per 100,000",3.4
Estonia,2015,"Percentage of male and female intentional homicide victims, Male",5.6
Estonia,2015,"Percentage of male and female intentional homicide victims, Female",1.5
Estonia,2015,"Assault rate per 100,000 population",7.5
Estonia,2015,"Kidnapping at the national level, rate per 100,000",0.0
Estonia,2015,"Theft at the national level, rate per 100,000 population",863.6
Estonia,2015,"Total Sexual Violence at the national level, rate per 100,000",42.8
Estonia,2021,"Intentional homicide rates per 100,000",2.0
Estonia,2021,"Percentage of male and female intentional homicide victims, Male",3.5
Estonia,2021,"Percentage of male and female intentional homicide victims, Female",0.6
Estonia,2021,"Assault rate per 100,000 population",5.6
Estonia,2021,"Kidnapping at the national level, rate per 100,000",0.0
Estonia,2021,"Theft at the national level, rate per 100,000 population",565.4
Estonia,2021,"Total Sexual Violence at the national level, rate per 100,000",29.6
Estonia,2022,"Intentional homicide rates per 100,000",1.5
Estonia,2022,"Assault rate per 100,000 population",4.4
Estonia,2022,"Kidnapping at the national level, rate per 100,000",0.0
Estonia,2022,"Theft at the national level, rate per 100,000 population",605.3
Estonia,2022,"Total Sexual Violence at the national level, rate per 100,000",27.4
Eswatini,2004,"Intentional homicide rates per 100,000",13.7
Eswatini,2004,"Assault rate per 100,000 population","1,368.7"
Eswatini,2004,"Kidnapping at the national level, rate per 100,000",9.0
Eswatini,2004,"Theft at the national level, rate per 100,000 population","1,956.4"
Eswatini,2005,"Intentional homicide rates per 100,000",13.0
Eswatini,2010,"Intentional homicide rates per 100,000",18.9
Eswatini,2015,"Intentional homicide rates per 100,000",9.9
Eswatini,2021,"Intentional homicide rates per 100,000",12.7
Eswatini,2021,"Assault rate per 100,000 population",352.1
Eswatini,2021,"Kidnapping at the national level, rate per 100,000",4.5
Ethiopia,2012,"Intentional homicide rates per 100,000",8.6
Europe,2005,"Intentional homicide rates per 100,000",6.5
Europe,2005,"Percentage of male and female intentional homicide victims, Male",9.9
Europe,2005,"Percentage of male and female intentional homicide victims, Female",3.4
Europe,2010,"Intentional homicide rates per 100,000",3.5
Europe,2010,"Percentage of male and female intentional homicide victims, Male",5.2
Europe,2010,"Percentage of male and female intentional homicide victims, Female",1.9
Europe,2015,"Intentional homicide rates per 100,000",3.5
Europe,2015,"Percentage of male and female intentional homicide victims, Male",5.2
Europe,2015,"Percentage of male and female intentional homicide victims, Female",1.8
Europe,2022,"Intentional homicide rates per 100,000",2.2
Europe,2022,"Percentage of male and female intentional homicide victims, Male",3.3
Europe,2022,"Percentage of male and female intentional homicide victims, Female",1.2
Fiji,2005,"Intentional homicide rates per 100,000",2.6
Fiji,2005,"Percentage of male and female intentional homicide victims, Male",3.1
Fiji,2005,"Percentage of male and female intentional homicide victims, Female",2.1
Fiji,2010,"Intentional homicide rates per 100,000",2.2
Fiji,2010,"Percentage of male and female intentional homicide victims, Male",3.0
Fiji,2010,"Percentage of male and female intentional homicide victims, Female",1.3
Fiji,2014,"Intentional homicide rates per 100,000",2.2
Fiji,2014,"Percentage of male and female intentional homicide victims, Male",1.7
Fiji,2014,"Percentage of male and female intentional homicide victims, Female",2.7
Fiji,2020,"Intentional homicide rates per 100,000",2.2
Finland,2005,"Intentional homicide rates per 100,000",2.3
Finland,2005,"Percentage of male and female intentional homicide victims, Male",3.3
Finland,2005,"Percentage of male and female intentional homicide victims, Female",1.3
Finland,2005,"Assault rate per 100,000 population",580.8
Finland,2005,"Kidnapping at the national level, rate per 100,000",0.0
Finland,2005,"Theft at the national level, rate per 100,000 population","2,384.3"
Finland,2005,"Total Sexual Violence at the national level, rate per 100,000",36.6
Finland,2010,"Intentional homicide rates per 100,000",2.2
Finland,2010,"Percentage of male and female intentional homicide victims, Male",3.5
Finland,2010,"Percentage of male and female intentional homicide victims, Female",1.0
Finland,2010,"Assault rate per 100,000 population",37.2
Finland,2010,"Kidnapping at the national level, rate per 100,000",0.0
Finland,2010,"Theft at the national level, rate per 100,000 population","1,854.0"
Finland,2010,"Total Sexual Violence at the national level, rate per 100,000",45.1
Finland,2015,"Intentional homicide rates per 100,000",1.5
Finland,2015,"Percentage of male and female intentional homicide victims, Male",2.4
Finland,2015,"Percentage of male and female intentional homicide victims, Female",0.6
Finland,2015,"Assault rate per 100,000 population",28.5
Finland,2015,"Kidnapping at the national level, rate per 100,000",0.0
Finland,2015,"Theft at the national level, rate per 100,000 population","2,233.9"
Finland,2015,"Total Sexual Violence at the national level, rate per 100,000",50.6
Finland,2022,"Intentional homicide rates per 100,000",1.2
Finland,2022,"Percentage of male and female intentional homicide victims, Male",1.6
Finland,2022,"Percentage of male and female intentional homicide victims, Female",0.8
Finland,2022,"Assault rate per 100,000 population",31.2
Finland,2022,"Kidnapping at the national level, rate per 100,000",0.0
Finland,2022,"Theft at the national level, rate per 100,000 population","2,252.9"
Finland,2022,"Total Sexual Violence at the national level, rate per 100,000",92.2
France,2005,"Intentional homicide rates per 100,000",1.6
France,2005,"Assault rate per 100,000 population",245.7
France,2005,"Kidnapping at the national level, rate per 100,000",3.3
France,2005,"Theft at the national level, rate per 100,000 population","1,380.0"
France,2005,"Total Sexual Violence at the national level, rate per 100,000",39.4
France,2010,"Intentional homicide rates per 100,000",1.3
France,2010,"Assault rate per 100,000 population",371.4
France,2010,"Kidnapping at the national level, rate per 100,000",3.4
France,2010,"Theft at the national level, rate per 100,000 population","1,877.8"
France,2010,"Total Sexual Violence at the national level, rate per 100,000",36.8
France,2015,"Intentional homicide rates per 100,000",1.6
France,2015,"Percentage of male and female intentional homicide victims, Male",2.0
France,2015,"Percentage of male and female intentional homicide victims, Female",1.2
France,2015,"Assault rate per 100,000 population",379.5
France,2015,"Kidnapping at the national level, rate per 100,000",6.0
France,2015,"Theft at the national level, rate per 100,000 population","2,189.9"
France,2015,"Total Sexual Violence at the national level, rate per 100,000",52.2
France,2016,"Intentional homicide rates per 100,000",1.2
France,2016,"Percentage of male and female intentional homicide victims, Male",1.6
France,2016,"Percentage of male and female intentional homicide victims, Female",0.9
France,2016,"Assault rate per 100,000 population",386.8
France,2016,"Kidnapping at the national level, rate per 100,000",6.0
France,2016,"Theft at the national level, rate per 100,000 population","2,158.8"
France,2016,"Total Sexual Violence at the national level, rate per 100,000",55.4
France,2021,"Intentional homicide rates per 100,000",1.1
France,2021,"Percentage of male and female intentional homicide victims, Male",1.6
France,2021,"Percentage of male and female intentional homicide victims, Female",0.7
France,2021,"Assault rate per 100,000 population",548.4
France,2021,"Theft at the national level, rate per 100,000 population","1,830.1"
France,2021,"Total Sexual Violence at the national level, rate per 100,000",118.7
France,2022,"Intentional homicide rates per 100,000",1.3
France,2022,"Assault rate per 100,000 population",606.3
France,2022,"Theft at the national level, rate per 100,000 population","2,062.8"
France,2022,"Total Sexual Violence at the national level, rate per 100,000",132.4
French Guiana,2005,"Intentional homicide rates per 100,000",22.4
French Guiana,2009,"Intentional homicide rates per 100,000",13.4
